id,card_count_limit,start_at,end_at,description,banner_image_path,title_bg_image,mission_reward_image_path,entry_charageki_id,rmbattle_bgm_pattern_id,announcement_id,enable_battle_auto
1,100,2018-10-17 06:30:00,2018-11-16 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
2,100,2018-11-17 06:30:00,2018-12-11 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
3,100,2018-12-12 06:30:00,2019-01-14 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
4,100,2019-01-15 06:30:00,2019-02-10 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
5,100,2019-02-11 06:30:00,2019-03-15 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
6,100,2019-03-18 06:30:00,2019-04-16 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
7,100,2019-04-18 06:30:00,2019-05-21 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
8,100,2019-05-23 06:30:00,2019-06-24 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
9,100,2019-06-26 06:30:00,2019-07-21 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
10,112,2019-10-07 06:30:00,2019-11-10 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
11,112,2019-11-12 06:30:00,2019-12-07 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
12,112,2019-07-23 06:30:00,2019-08-31 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_002,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
13,112,2019-12-09 06:30:00,2020-01-15 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
14,112,2020-01-17 06:30:00,2020-02-17 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
15,112,2020-02-19 06:30:00,2020-03-16 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
16,112,2020-03-18 06:30:00,2020-04-10 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
17,112,2020-04-13 06:30:00,2020-05-06 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
18,112,2019-09-02 08:00:00,2019-10-04 07:59:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_003,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
19,112,2020-05-08 06:30:00,2020-06-05 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,,0
20,112,2020-06-08 06:30:00,2020-07-10 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,101810.0,0
21,112,2020-08-11 06:30:00,2020-08-28 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,101892.0,0
22,112,2020-10-05 06:30:00,2020-11-03 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,101977.0,0
23,112,2020-07-13 06:30:00,2020-08-07 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_004,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,101863.0,0
24,112,2020-11-06 06:30:00,2020-12-01 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102013.0,0
25,112,2020-12-04 06:30:00,2021-01-01 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102055.0,0
26,112,2021-01-04 06:30:00,2021-01-29 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102082.0,0
27,112,2021-02-01 06:30:00,2021-02-26 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102119.0,0
28,112,2021-03-01 06:30:00,2021-03-30 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102144.0,0
29,112,2021-04-02 06:30:00,2021-04-30 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102188.0,0
30,112,2020-08-31 08:00:00,2020-10-02 07:59:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_005,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,101936.0,0
31,112,2021-05-03 06:30:00,2021-05-29 05:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102221.0,0
32,112,2021-06-01 06:30:00,2021-07-05 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102264.0,0
33,112,2021-08-10 06:30:00,2021-08-27 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102456.0,0
34,112,2021-10-06 06:30:00,2021-10-29 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102546.0,0
35,112,2021-07-07 06:30:00,2021-08-08 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_006,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102312.0,0
36,112,2021-11-04 06:30:00,2021-11-26 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102601.0,0
37,112,2021-12-03 06:30:00,2021-12-31 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102658.0,0
38,112,2022-01-03 06:30:00,2022-01-28 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102687.0,0
39,112,2022-02-01 06:30:00,2022-02-25 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102750.0,0
40,112,2022-03-01 06:30:00,2022-04-01 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102786.0,0
41,112,2022-04-04 06:30:00,2022-04-29 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102853.0,0
42,112,2021-08-30 08:00:00,2021-10-01 07:59:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_007,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102498.0,0
43,112,2022-05-02 06:30:00,2022-05-27 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102894.0,0
44,112,2022-05-31 06:30:00,2022-07-02 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102921.0,0
45,112,2022-08-12 06:30:00,2022-08-26 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103019.0,0
46,112,2022-10-04 06:30:00,2022-11-05 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103129.0,0
47,112,2022-07-11 06:30:00,2022-08-09 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_008,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,102974.0,0
48,112,2022-11-07 06:30:00,2022-12-03 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103179.0,0
49,112,2022-12-05 06:30:00,2022-12-30 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103222.0,0
50,112,2023-01-01 06:30:00,2023-01-30 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103267.0,0
51,112,2023-02-01 06:30:00,2023-02-28 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103309.0,0
52,112,2023-03-01 06:30:00,2023-04-02 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103338.0,0
53,112,2023-04-03 06:30:00,2023-04-28 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103387.0,0
54,112,2022-08-29 08:00:00,2022-09-30 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_009,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103061.0,0
55,112,2023-05-01 06:30:00,2023-05-27 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103413.0,0
56,112,2023-05-31 06:30:00,2023-06-26 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103468.0,0
57,112,2023-08-14 06:30:00,2023-08-25 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103595.0,0
58,112,2023-10-11 06:30:00,2023-11-03 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103690.0,0
59,112,2023-07-10 06:30:00,2023-08-11 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_010,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103504.0,0
60,112,2023-11-06 06:30:00,2023-11-30 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103740.0,0
61,112,2023-12-04 06:30:00,2023-12-29 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103797.0,0
62,112,2024-01-05 06:30:00,2024-01-28 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103832.0,0
63,112,2024-02-01 06:30:00,2024-02-27 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103870.0,0
65,112,2024-03-01 06:30:00,2024-03-30 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103910.0,0
66,112,2023-08-28 08:00:00,2023-09-29 07:59:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_011,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103641.0,0
68,112,2024-04-01 06:30:00,2024-04-27 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103953.0,0
70,112,2024-05-01 06:30:00,2024-05-31 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,103995.0,0
71,112,2024-07-10 06:30:00,2024-08-11 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_012,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,104132.0,0
74,112,2024-06-03 06:30:00,2024-07-03 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,104054.0,0
77,112,2024-08-13 06:30:00,2024-08-19 06:29:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,104215.0,0
78,112,2024-08-21 08:00:00,2024-09-06 07:59:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_013,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,104245.0,0
79,112,2024-09-10 08:00:00,2024-09-27 07:59:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_014,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,104317.0,0
80,112,2024-10-03 08:00:00,2024-10-25 07:59:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,104396.0,0
81,112,2024-10-31 08:00:00,2024-11-22 07:59:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,104455.0,0
82,112,2024-11-29 08:00:00,2024-12-20 07:59:59,"Available daily during the event period! 
Defeat powerful foes with UR-or-higher characters! 
Clear the stages to get ""Battlefield Memory""!",banners/en/dummy_image/dummy_image.png,ef_001,banners/en/news/tour_rank_prize_mission_cell_banner3.png,1,1,105325.0,0
